"Plot Title: 20597543"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20597543, SEN S/N: 20597543)","Intensity, Lux (LGR S/N: 20597543, SEN S/N: 20597543)","Coupler Attached (LGR S/N: 20597543)","Host Connected (LGR S/N: 20597543)","Stopped (LGR S/N: 20597543)","End Of File (LGR S/N: 20597543)"
99,06/29/23 08:00:00  PM,25.708,2927.8,,,,
100,06/29/23 08:30:00  PM,23.677,215.3,,,,
101,06/29/23 09:00:00  PM,20.615,0.0,,,,
102,06/29/23 09:30:00  PM,19.092,0.0,,,,
103,06/29/23 10:00:00  PM,17.950,0.0,,,,
104,06/29/23 10:30:00  PM,16.999,0.0,,,,
105,06/29/23 11:00:00  PM,16.713,0.0,,,,
106,06/29/23 11:30:00  PM,16.427,0.0,,,,
107,06/30/23 12:00:00  AM,15.569,0.0,,,,
108,06/30/23 12:30:00  AM,15.187,0.0,,,,
109,06/30/23 01:00:00  AM,14.613,0.0,,,,
110,06/30/23 01:30:00  AM,14.900,0.0,,,,
111,06/30/23 02:00:00  AM,14.900,0.0,,,,
112,06/30/23 02:30:00  AM,14.996,0.0,,,,
113,06/30/23 03:00:00  AM,14.804,0.0,,,,
114,06/30/23 03:30:00  AM,14.517,0.0,,,,
115,06/30/23 04:00:00  AM,14.325,0.0,,,,
116,06/30/23 04:30:00  AM,14.038,0.0,,,,
117,06/30/23 05:00:00  AM,14.134,0.0,,,,
118,06/30/23 05:30:00  AM,13.846,43.1,,,,
119,06/30/23 06:00:00  AM,13.654,958.0,,,,
120,06/30/23 06:30:00  AM,14.134,2411.1,,,,
121,06/30/23 07:00:00  AM,17.475,5511.1,,,,
122,06/30/23 07:30:00  AM,20.996,8266.7,,,,
123,06/30/23 08:00:00  AM,23.004,8266.7,,,,
124,06/30/23 08:30:00  AM,28.555,12400.1,,,,
125,06/30/23 09:00:00  AM,28.060,8611.2,,,,
126,06/30/23 09:30:00  AM,33.118,2755.6,,,,
127,06/30/23 10:00:00  AM,37.935,41333.6,,,,
128,06/30/23 10:30:00  AM,38.938,41333.6,,,,
129,06/30/23 11:00:00  AM,37.494,10.8,,,,
130,06/30/23 11:30:00  AM,32.086,21.5,,,,
131,06/30/23 12:00:00  PM,29.053,53.8,,,,
132,06/30/23 12:30:00  PM,28.655,21.5,,,,
133,06/30/23 01:00:00  PM,27.665,21.5,,,,
134,06/30/23 01:30:00  PM,27.370,53.8,,,,
135,06/30/23 02:00:00  PM,29.853,0.0,,,,
136,06/30/23 02:30:00  PM,30.457,0.0,,,,
137,06/30/23 03:00:00  PM,28.258,0.0,,,,
138,06/30/23 03:30:00  PM,26.585,0.0,,,,
139,06/30/23 04:00:00  PM,25.902,0.0,,,,
140,06/30/23 04:30:00  PM,25.708,0.0,,,,
141,06/30/23 05:00:00  PM,26.488,0.0,,,,
142,06/30/23 05:30:00  PM,26.390,0.0,,,,
143,06/30/23 06:00:00  PM,26.097,0.0,,,,
144,06/30/23 06:30:00  PM,27.272,0.0,,,,
145,06/30/23 07:00:00  PM,30.457,0.0,,,,
146,06/30/23 07:30:00  PM,30.862,43.1,,,,
147,06/30/23 08:00:00  PM,30.659,43.1,,,,
148,06/30/23 08:29:20  PM,,,Logged,,,
149,06/30/23 08:29:31  PM,,,,Logged,,
150,06/30/23 08:29:41  PM,,,,,Logged,Logged
