"Plot Title: 20597557"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20597557, SEN S/N: 20597557)","Intensity, Lux (LGR S/N: 20597557, SEN S/N: 20597557)","Coupler Attached (LGR S/N: 20597557)","Host Connected (LGR S/N: 20597557)","Stopped (LGR S/N: 20597557)","End Of File (LGR S/N: 20597557)"
45,04/30/24 05:00:00  PM,33.326,63378.2,,,,
46,04/30/24 05:30:00  PM,33.639,126756.4,,,,
47,04/30/24 06:00:00  PM,30.963,104711.8,,,,
48,04/30/24 06:30:00  PM,29.452,82667.2,,,,
49,04/30/24 07:00:00  PM,25.513,49600.3,,,,
50,04/30/24 07:30:00  PM,16.999,2927.8,,,,
51,04/30/24 08:00:00  PM,10.944,129.2,,,,
52,04/30/24 08:30:00  PM,7.782,0.0,,,,
53,04/30/24 09:00:00  PM,7.381,0.0,,,,
54,04/30/24 09:30:00  PM,5.860,0.0,,,,
55,04/30/24 10:00:00  PM,4.623,0.0,,,,
56,04/30/24 10:30:00  PM,5.037,0.0,,,,
57,04/30/24 11:00:00  PM,3.788,0.0,,,,
58,04/30/24 11:30:00  PM,2.730,0.0,,,,
59,05/01/24 12:00:00  AM,3.155,0.0,,,,
60,05/01/24 12:30:00  AM,3.155,0.0,,,,
61,05/01/24 01:00:00  AM,3.049,0.0,,,,
62,05/01/24 01:30:00  AM,1.980,0.0,,,,
63,05/01/24 02:00:00  AM,1.764,0.0,,,,
64,05/01/24 02:30:00  AM,1.439,0.0,,,,
65,05/01/24 03:00:00  AM,1.221,0.0,,,,
66,05/01/24 03:30:00  AM,1.330,0.0,,,,
67,05/01/24 04:00:00  AM,1.003,0.0,,,,
68,05/01/24 04:30:00  AM,0.121,0.0,,,,
69,05/01/24 05:00:00  AM,-0.662,0.0,,,,
70,05/01/24 05:30:00  AM,0.232,0.0,,,,
71,05/01/24 06:00:00  AM,-0.437,247.6,,,,
72,05/01/24 06:30:00  AM,-0.437,2238.9,,,,
73,05/01/24 07:00:00  AM,2.730,5166.7,,,,
74,05/01/24 07:30:00  AM,6.674,6200.0,,,,
75,05/01/24 08:00:00  AM,9.669,7577.8,,,,
76,05/01/24 08:30:00  AM,14.421,8611.2,,,,
77,05/01/24 09:00:00  AM,16.618,9644.5,,,,
78,05/01/24 09:30:00  AM,18.426,71644.9,,,,
79,05/01/24 10:00:00  AM,21.091,18600.1,,,,
80,05/01/24 10:30:00  AM,21.951,14466.8,,,,
81,05/01/24 11:00:00  AM,19.948,17911.2,,,,
82,05/01/24 11:30:00  AM,20.615,12400.1,,,,
83,05/01/24 12:00:00  PM,20.901,14466.8,,,,
84,05/01/24 12:30:00  PM,21.664,15844.5,,,,
85,05/01/24 01:00:00  PM,24.835,35822.5,,,,
86,05/01/24 01:30:00  PM,26.097,99200.7,,,,
87,05/01/24 02:00:00  PM,29.152,176356.7,,,,
88,05/01/24 02:30:00  PM,32.807,198401.3,,,,
89,05/01/24 03:00:00  PM,36.728,198401.3,,,,
90,05/01/24 03:30:00  PM,36.511,187379.0,,,,
91,05/01/24 04:00:00  PM,36.620,143289.8,,,,
92,05/01/24 04:30:00  PM,35.435,165334.4,,,,
93,05/01/24 05:00:00  PM,33.743,74400.5,,,,
94,05/01/24 05:30:00  PM,32.807,121245.2,,,,
95,05/01/24 06:00:00  PM,32.807,110223.0,,,,
96,05/01/24 06:30:00  PM,27.862,79911.6,,,,
97,05/01/24 07:00:00  PM,24.448,44089.2,,,,
98,05/01/24 07:30:00  PM,15.664,4305.6,,,,
99,05/01/24 08:00:00  PM,10.553,107.6,,,,
100,05/01/24 08:30:00  PM,7.582,0.0,,,,
101,05/01/24 09:00:00  PM,4.207,0.0,,,,
102,05/01/24 09:30:00  PM,2.517,0.0,,,,
103,05/01/24 10:00:00  PM,2.517,0.0,,,,
104,05/01/24 10:30:00  PM,2.943,0.0,,,,
105,05/01/24 11:00:00  PM,2.195,0.0,,,,
106,05/01/24 11:30:00  PM,1.980,0.0,,,,
107,05/02/24 12:00:00  AM,2.624,0.0,,,,
108,05/02/24 12:30:00  AM,1.548,0.0,,,,
109,05/02/24 01:00:00  AM,2.195,0.0,,,,
110,05/02/24 01:30:00  AM,1.656,0.0,,,,
111,05/02/24 02:00:00  AM,1.872,0.0,,,,
112,05/02/24 02:30:00  AM,2.088,0.0,,,,
113,05/02/24 03:00:00  AM,1.980,0.0,,,,
114,05/02/24 03:30:00  AM,1.872,0.0,,,,
115,05/02/24 04:00:00  AM,1.656,0.0,,,,
116,05/02/24 04:30:00  AM,1.003,0.0,,,,
117,05/02/24 05:00:00  AM,1.003,0.0,,,,
118,05/02/24 05:30:00  AM,0.784,0.0,,,,
119,05/02/24 06:00:00  AM,1.112,258.3,,,,
120,05/02/24 06:30:00  AM,1.872,2497.2,,,,
121,05/02/24 07:00:00  AM,3.998,5166.7,,,,
122,05/02/24 07:30:00  AM,7.381,6544.5,,,,
123,05/02/24 08:00:00  AM,10.651,8266.7,,,,
124,05/02/24 08:30:00  AM,13.076,8611.2,,,,
125,05/02/24 09:00:00  AM,16.141,10333.4,,,,
126,05/02/24 09:30:00  AM,18.426,33066.9,,,,
127,05/02/24 10:00:00  AM,23.292,52355.9,,,,
128,05/02/24 10:30:00  AM,23.581,24800.2,,,,
129,05/02/24 11:00:00  AM,21.855,27555.7,,,,
130,05/02/24 11:30:00  AM,22.238,14466.8,,,,
131,05/02/24 12:00:00  PM,23.292,16533.4,,,,
132,05/02/24 12:30:00  PM,25.805,74400.5,,,,
133,05/02/24 01:00:00  PM,30.356,247.6,,,,
134,05/02/24 01:30:00  PM,28.853,301.4,,,,
135,05/02/24 02:00:00  PM,29.053,247.6,,,,
136,05/02/24 02:30:00  PM,32.086,269.1,,,,
137,05/02/24 03:00:00  PM,30.054,279.9,,,,
138,05/02/24 03:30:00  PM,29.552,398.3,,,,
139,05/02/24 04:00:00  PM,30.760,419.8,,,,
140,05/02/24 04:30:00  PM,32.394,1550.0,,,,
141,05/02/24 05:00:00  PM,27.567,10.8,,,,
142,05/02/24 05:30:00  PM,24.448,10.8,,,,
143,05/02/24 06:00:00  PM,23.581,0.0,,,,
144,05/02/24 06:30:00  PM,23.196,10.8,,,,
145,05/02/24 07:00:00  PM,23.196,0.0,,,,
146,05/02/24 07:30:00  PM,23.292,0.0,,,,
147,05/02/24 08:00:00  PM,23.388,0.0,,,,
148,05/02/24 08:30:00  PM,23.388,0.0,,,,
149,05/02/24 09:00:00  PM,23.388,0.0,,,,
150,05/02/24 09:30:00  PM,23.484,0.0,,,,
151,05/02/24 10:00:00  PM,26.195,0.0,,,,
152,05/02/24 10:30:00  PM,24.255,0.0,,,,
153,05/02/24 11:00:00  PM,23.773,0.0,,,,
154,05/02/24 11:30:00  PM,23.484,0.0,,,,
155,05/03/24 12:00:00  AM,23.388,0.0,,,,
156,05/03/24 12:30:00  AM,23.196,0.0,,,,
157,05/03/24 01:00:00  AM,23.100,0.0,,,,
158,05/03/24 01:30:00  AM,23.100,0.0,,,,
159,05/03/24 02:00:00  AM,23.004,0.0,,,,
160,05/03/24 02:30:00  AM,22.908,0.0,,,,
161,05/03/24 03:00:00  AM,22.812,0.0,,,,
162,05/03/24 03:30:00  AM,22.717,0.0,,,,
163,05/03/24 04:00:00  AM,22.621,0.0,,,,
164,05/03/24 04:30:00  AM,22.621,0.0,,,,
165,05/03/24 05:00:00  AM,22.525,0.0,,,,
166,05/03/24 05:30:00  AM,22.429,0.0,,,,
167,05/03/24 06:00:00  AM,22.333,0.0,,,,
168,05/03/24 06:30:00  AM,22.238,0.0,,,,
169,05/03/24 07:00:00  AM,22.142,0.0,,,,
170,05/03/24 07:30:00  AM,22.238,0.0,,,,
171,05/03/24 08:00:00  AM,22.142,10.8,,,,
172,05/03/24 08:09:56  AM,,,Logged,Logged,,
173,05/03/24 08:10:01  AM,,,,,Logged,Logged
