"","Year NA","Rep NA","Site ","Date ","Microsite ","ID.notes NA","species","abun"
"88",2023,19,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",4
"89",2023,19,"Barstow","2023-04-15","open",NA,"Crypantha.sp. NA",8
"90",2023,19,"Barstow","2023-04-15","open",NA,"Logfia.depressa yellow stamen",4
"91",2023,20,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",9
"92",2023,20,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",3
"93",2023,20,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",5
"94",2023,20,"Barstow","2023-04-15","open",NA,"Crypantha.sp. NA",1
"95",2023,21,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",14
"96",2023,21,"Barstow","2023-04-15","shrub",NA,"Menzelia.sp. NA",3
"97",2023,21,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",3
"98",2023,21,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",21
"99",2023,21,"Barstow","2023-04-15","open",NA,"Crypantha.sp. NA",1
"100",2023,22,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",1
"101",2023,22,"Barstow","2023-04-15","shrub",NA,"Crypantha.sp. NA",3
"102",2023,22,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"103",2023,22,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",21
"104",2023,22,"Barstow","2023-04-15","open",NA,"Chaenactis.fremonti pincushion",1
"105",2023,23,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",16
"106",2023,23,"Barstow","2023-04-15","shrub",NA,"Crypantha.sp. NA",5
"107",2023,23,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",3
"108",2023,23,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",39
"109",2023,24,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",16
"110",2023,24,"Barstow","2023-04-15","shrub",NA,"Crypantha.sp. NA",3
"111",2023,24,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"112",2023,24,"Barstow","2023-04-15","open",NA,"Crypantha.sp. NA",1
"113",2023,24,"Barstow","2023-04-15","open",NA,"Logfia.depressa yellow stamen",1
"114",2023,25,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",8
"115",2023,25,"Barstow","2023-04-15","shrub",NA,"Crypantha.sp. NA",1
"116",2023,25,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"117",2023,25,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",30
"118",2023,26,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",10
"119",2023,26,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"120",2023,26,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",26
"121",2023,27,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",7
"122",2023,27,"Barstow","2023-04-15","shrub",NA,"Crypantha.sp. NA",9
"123",2023,27,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"124",2023,27,"Barstow","2023-04-15","shrub",NA,"Malacothrix.glabrata NA",1
"125",2023,27,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",11
"126",2023,27,"Barstow","2023-04-15","open",NA,"Logfia.depressa yellow stamen",3
"127",2023,28,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",5
"128",2023,28,"Barstow","2023-04-15","shrub",NA,"Crypantha.sp. NA",2
"129",2023,28,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",5
"130",2023,28,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",5
"131",2023,28,"Barstow","2023-04-15","open",NA,"Logfia.depressa yellow stamen",5
"132",2023,29,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",5
"133",2023,29,"Barstow","2023-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"134",2023,29,"Barstow","2023-04-15","shrub",NA,"Malacothrix.glabrata NA",4
"135",2023,29,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",11
"136",2023,29,"Barstow","2023-04-15","open",NA,"Logfia.depressa yellow stamen",18
"137",2023,30,"Barstow","2023-04-15","shrub",NA,"Schismus.barbatus med grass",13
"138",2023,30,"Barstow","2023-04-15","shrub",NA,"Crypantha.sp. NA",1
"139",2023,30,"Barstow","2023-04-15","shrub",NA,"Malacothrix.glabrata NA",1
"140",2023,30,"Barstow","2023-04-15","open",NA,"Schismus.barbatus med grass",19
"141",2024,1,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",4
"142",2024,1,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"143",2024,1,"Barstow","2024-04-15","shrub",NA,"Malacothrix.glabrata NA",1
"144",2024,1,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",49
"145",2024,2,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",1
"146",2024,2,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",4
"147",2024,2,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",76
"148",2024,2,"Barstow","2024-04-15","open",NA,"Pectocarya long with tiny whitish flowers",1
"149",2024,2,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",2
"150",2024,2,"Barstow","2024-04-15","open",NA,"Erodium.cicutarium NA",1
"151",2024,3,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",14
"152",2024,3,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"153",2024,3,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",67
"154",2024,4,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",4
"155",2024,4,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"156",2024,4,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",46
"157",2024,5,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",58
"158",2024,5,"Barstow","2024-04-15","shrub",NA,"Pectocarya long with tiny whitish flowers",1
"159",2024,5,"Barstow","2024-04-15","shrub",NA,"Logfia.depressa yellow stamen",3
"160",2024,5,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",49
"161",2024,5,"Barstow","2024-04-15","open",NA,"Chaenactis.fremonti pincushion",1
"162",2024,6,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",16
"163",2024,6,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",8
"164",2024,6,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",79
"165",2024,6,"Barstow","2024-04-15","open",NA,"Crypantha.sp. NA",1
"166",2024,7,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",31
"167",2024,7,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"168",2024,7,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",94
"169",2024,7,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",7
"170",2024,8,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",14
"171",2024,8,"Barstow","2024-04-15","shrub",NA,"cryptantha2 NA",1
"172",2024,8,"Barstow","2024-04-15","shrub",NA,"Pectocarya long with tiny whitish flowers",2
"173",2024,8,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"174",2024,8,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",48
"175",2024,8,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",12
"176",2024,8,"Barstow","2024-04-15","open",NA,"Chaenactis.fremonti pincushion",1
"177",2024,9,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",9
"178",2024,9,"Barstow","2024-04-15","shrub",NA,"Pectocarya long with tiny whitish flowers",4
"179",2024,9,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"180",2024,9,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",37
"181",2024,9,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",3
"182",2024,9,"Barstow","2024-04-15","open",NA,"Erodium.cicutarium NA",1
"183",2024,10,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",30
"184",2024,10,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",1
"185",2024,10,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"186",2024,10,"Barstow","2024-04-15","shrub",NA,"Erodium.cicutarium NA",1
"187",2024,10,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",65
"188",2024,11,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",2
"189",2024,11,"Barstow","2024-04-15","shrub",NA,"cryptantha2 NA",1
"190",2024,11,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"191",2024,11,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",79
"192",2024,11,"Barstow","2024-04-15","open",NA,"Chaenactis.fremonti pincushion",1
"193",2024,12,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",15
"194",2024,12,"Barstow","2024-04-15","shrub",NA,"cryptantha2 NA",1
"195",2024,12,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"196",2024,12,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",77
"197",2024,13,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",26
"198",2024,13,"Barstow","2024-04-15","shrub",NA,"Amsinckia NA",1
"199",2024,13,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",29
"200",2024,13,"Barstow","2024-04-15","open",NA,"Erodium.cicutarium NA",2
"201",2024,14,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",15
"202",2024,14,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",2
"203",2024,14,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",6
"204",2024,14,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",56
"205",2024,15,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",1
"206",2024,15,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"207",2024,15,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",79
"208",2024,15,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",1
"209",2024,16,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",22
"210",2024,16,"Barstow","2024-04-15","shrub",NA,"Pectocarya long with tiny whitish flowers",1
"211",2024,16,"Barstow","2024-04-15","shrub",NA,"Logfia.depressa yellow stamen",6
"212",2024,16,"Barstow","2024-04-15","shrub",NA,"Erodium.cicutarium NA",1
"213",2024,16,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",45
"214",2024,17,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",4
"215",2024,17,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"216",2024,17,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",51
"217",2024,18,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"218",2024,18,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",81
"219",2024,19,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",13
"220",2024,19,"Barstow","2024-04-15","shrub",NA,"Pectocarya long with tiny whitish flowers",1
"221",2024,19,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",54
"222",2024,19,"Barstow","2024-04-15","open",NA,"cryptantha2 NA",1
"223",2024,19,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",1
"224",2024,19,"Barstow","2024-04-15","open",NA,"Erodium.cicutarium NA",1
"225",2024,20,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",9
"226",2024,20,"Barstow","2024-04-15","shrub",NA,"Malacothrix.glabrata NA",2
"227",2024,20,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",48
"228",2024,21,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",6
"229",2024,21,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"230",2024,21,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",78
"231",2024,21,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",18
"232",2024,22,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",1
"233",2024,22,"Barstow","2024-04-15","shrub",NA,"Brassica.tournefortii sahara mustard",1
"234",2024,22,"Barstow","2024-04-15","shrub",NA,"Malacothrix.glabrata NA",1
"235",2024,22,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",76
"236",2024,23,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",9
"237",2024,23,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"238",2024,23,"Barstow","2024-04-15","shrub",NA,"Malacothrix.glabrata NA",1
"239",2024,23,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",77
"240",2024,23,"Barstow","2024-04-15","open",NA,"Chaenactis.fremonti pincushion",1
"241",2024,24,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",2
"242",2024,24,"Barstow","2024-04-15","shrub",NA,"Logfia.depressa yellow stamen",1
"243",2024,24,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"244",2024,24,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",56
"245",2024,24,"Barstow","2024-04-15","open",NA,"Chaenactis.fremonti pincushion",2
"246",2024,25,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",6
"247",2024,25,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"248",2024,25,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",45
"249",2024,25,"Barstow","2024-04-15","open",NA,"Pectocarya long with tiny whitish flowers",1
"250",2024,25,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",11
"251",2024,26,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",24
"252",2024,26,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",1
"253",2024,26,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",56
"254",2024,26,"Barstow","2024-04-15","open",NA,"Crypantha.sp. NA",1
"255",2024,27,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",7
"256",2024,27,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",1
"257",2024,27,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"258",2024,27,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",70
"259",2024,28,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",5
"260",2024,28,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",118
"261",2024,28,"Barstow","2024-04-15","open",NA,"Crypantha.sp. NA",2
"262",2024,29,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",38
"263",2024,29,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",104
"264",2024,29,"Barstow","2024-04-15","open",NA,"cryptantha2 NA",1
"265",2024,29,"Barstow","2024-04-15","open",NA,"Chaenactis.fremonti pincushion",1
"266",2024,30,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",6
"267",2024,30,"Barstow","2024-04-15","shrub",NA,"Salvia.columbariae desert chia",1
"268",2024,30,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",84
"269",2024,30,"Barstow","2024-04-15","open",NA,"cryptantha2 NA",2
"270",2024,31,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",12
"271",2024,31,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",3
"272",2024,31,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"273",2024,31,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",60
"274",2024,32,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",5
"275",2024,32,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",47
"276",2024,33,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",18
"277",2024,33,"Barstow","2024-04-15","shrub",NA,"Menzelia.sp. NA",1
"278",2024,33,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"279",2024,33,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",23
"280",2024,34,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",12
"281",2024,34,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",76
"282",2024,34,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",11
"283",2024,35,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",28
"284",2024,35,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",2
"285",2024,35,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",44
"286",2024,36,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",2
"287",2024,36,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",1
"288",2024,36,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",1
"289",2024,36,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",106
"290",2024,36,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",3
"291",2024,37,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",42
"292",2024,37,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",66
"293",2024,37,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",5
"294",2024,38,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",20
"295",2024,38,"Barstow","2024-04-15","shrub",NA,"Pectocarya long with tiny whitish flowers",3
"296",2024,38,"Barstow","2024-04-15","shrub",NA,"Logfia.depressa yellow stamen",3
"297",2024,38,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",3
"298",2024,38,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",46
"299",2024,38,"Barstow","2024-04-15","open",NA,"cryptantha2 NA",1
"300",2024,38,"Barstow","2024-04-15","open",NA,"Logfia.depressa yellow stamen",1
"301",2024,39,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",8
"302",2024,39,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",4
"303",2024,39,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",88
"304",2024,40,"Barstow","2024-04-15","shrub",NA,"Schismus.barbatus med grass",23
"305",2024,40,"Barstow","2024-04-15","shrub",NA,"Crypantha.sp. NA",1
"306",2024,40,"Barstow","2024-04-15","shrub",NA,"Chaenactis.fremonti pincushion",3
"307",2024,40,"Barstow","2024-04-15","shrub",NA,"Erodium.cicutarium NA",1
"308",2024,40,"Barstow","2024-04-15","open",NA,"Schismus.barbatus med grass",48
"309",2024,40,"Barstow","2024-04-15","open",NA,"Chaenactis.fremonti pincushion",3
"310",2024,40,"Barstow","2024-04-15","open",NA,"Erodium.cicutarium NA",1
"311",2023,1,"Cuyama 1","2023-04-28","shrub",NA,"Bromus.rubens NA",0
"312",2023,1,"Cuyama 1","2023-04-28","open",NA,"Schismus.barbatus med grass",4
"313",2023,1,"Cuyama 1","2023-04-28","open",NA,"Erodium.cicutarium NA",6
"314",2023,1,"Cuyama 1","2023-04-28","open",NA,"Bromus.rubens NA",1
"315",2023,1,"Cuyama 1","2023-04-28","open",NA,"Lasthenia.californica Gokldfields",148
"316",2023,2,"Cuyama 1","2023-04-28","shrub",NA,"Bromus.rubens NA",43
