"Plot Title: C2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20597543, SEN S/N: 20597543)","Intensity, Lux (LGR S/N: 20597543, SEN S/N: 20597543)","Coupler Attached (LGR S/N: 20597543)","Coupler Detached (LGR S/N: 20597543)","Host Connected (LGR S/N: 20597543)","Stopped (LGR S/N: 20597543)","End Of File (LGR S/N: 20597543)"
150,07/03/23 11:30:00  PM,32.497,0.0,,,,,
151,07/04/23 12:00:00  AM,32.188,0.0,,,,,
152,07/04/23 12:30:00  AM,31.983,0.0,,,,,
153,07/04/23 01:00:00  AM,31.778,0.0,,,,,
154,07/04/23 01:30:00  AM,31.574,0.0,,,,,
155,07/04/23 02:00:00  AM,31.370,0.0,,,,,
156,07/04/23 02:30:00  AM,31.166,0.0,,,,,
157,07/04/23 03:00:00  AM,31.064,0.0,,,,,
158,07/04/23 03:30:00  AM,30.963,0.0,,,,,
159,07/04/23 04:00:00  AM,30.862,0.0,,,,,
160,07/04/23 04:30:00  AM,30.760,0.0,,,,,
161,07/04/23 05:00:00  AM,30.659,0.0,,,,,
162,07/04/23 05:30:00  AM,30.558,0.0,,,,,
163,07/04/23 06:00:00  AM,30.558,0.0,,,,,
164,07/04/23 06:30:00  AM,30.457,0.0,,,,,
165,07/04/23 07:00:00  AM,30.457,0.0,,,,,
166,07/04/23 07:30:00  AM,30.356,0.0,,,,,
167,07/04/23 08:00:00  AM,30.356,0.0,,,,,
168,07/04/23 08:30:00  AM,30.356,0.0,,,,,
169,07/04/23 09:00:00  AM,30.356,0.0,,,,,
170,07/04/23 09:30:00  AM,30.457,0.0,,,,,
171,07/04/23 10:00:00  AM,30.457,0.0,,,,,
172,07/04/23 10:30:00  AM,30.457,0.0,,,,,
173,07/04/23 11:00:00  AM,30.558,0.0,,,,,
174,07/04/23 11:30:00  AM,30.659,0.0,,,,,
175,07/04/23 12:00:00  PM,30.760,0.0,,,,,
176,07/04/23 12:30:00  PM,30.862,0.0,,,,,
177,07/04/23 01:00:00  PM,30.963,0.0,,,,,
178,07/04/23 01:30:00  PM,31.166,0.0,,,,,
179,07/04/23 02:00:00  PM,31.166,0.0,,,,,
180,07/04/23 02:30:00  PM,31.268,0.0,,,,,
181,07/04/23 03:00:00  PM,31.370,0.0,,,,,
182,07/04/23 03:30:00  PM,31.472,0.0,,,,,
183,07/04/23 04:00:00  PM,31.574,0.0,,,,,
184,07/04/23 04:30:00  PM,31.676,0.0,,,,,
185,07/04/23 05:00:00  PM,31.574,0.0,,,,,
186,07/04/23 05:30:00  PM,31.574,0.0,,,,,
187,07/04/23 06:00:00  PM,31.574,0.0,,,,,
188,07/04/23 06:30:00  PM,31.574,0.0,,,,,
189,07/04/23 07:00:00  PM,31.574,0.0,,,,,
190,07/04/23 07:30:00  PM,31.472,0.0,,,,,
191,07/04/23 08:00:00  PM,31.472,0.0,,,,,
192,07/04/23 08:30:00  PM,31.472,0.0,,,,,
193,07/04/23 09:00:00  PM,31.370,0.0,,,,,
194,07/04/23 09:30:00  PM,30.457,0.0,,,,,
195,07/04/23 10:00:00  PM,30.154,0.0,,,,,
196,07/04/23 10:30:00  PM,29.953,0.0,,,,,
197,07/04/23 11:00:00  PM,29.752,0.0,,,,,
198,07/04/23 11:30:00  PM,29.452,0.0,,,,,
199,07/05/23 12:00:00  AM,29.252,0.0,,,,,
200,07/05/23 12:30:00  AM,29.252,0.0,,,,,
201,07/05/23 01:00:00  AM,29.152,0.0,,,,,
202,07/05/23 01:30:00  AM,29.053,0.0,,,,,
203,07/05/23 02:00:00  AM,29.053,0.0,,,,,
204,07/05/23 02:30:00  AM,28.953,0.0,,,,,
205,07/05/23 03:00:00  AM,28.953,0.0,,,,,
206,07/05/23 03:30:00  AM,28.853,0.0,,,,,
207,07/05/23 04:00:00  AM,28.853,0.0,,,,,
208,07/05/23 04:30:00  AM,28.754,0.0,,,,,
209,07/05/23 05:00:00  AM,28.655,0.0,,,,,
210,07/05/23 05:30:00  AM,28.555,0.0,,,,,
211,07/05/23 06:00:00  AM,28.456,0.0,,,,,
212,07/05/23 06:30:00  AM,27.665,0.0,,,,,
213,07/05/23 07:00:00  AM,26.292,0.0,,,,,
214,07/05/23 07:30:00  AM,27.764,0.0,,,,,
215,07/05/23 08:00:00  AM,28.655,0.0,,,,,
216,07/05/23 08:30:00  AM,30.154,0.0,,,,,
217,07/05/23 09:00:00  AM,44.704,242490.5,,,,,
218,07/05/23 09:30:00  AM,48.421,242490.5,,,,,
219,07/05/23 10:00:00  AM,48.421,242490.5,,,,,
220,07/05/23 10:30:00  AM,49.632,242490.5,,,,,
221,07/05/23 11:00:00  AM,53.313,220445.9,,,,,
222,07/05/23 11:30:00  AM,51.436,220445.9,,,,,
223,07/05/23 12:00:00  PM,52.006,198401.3,,,,,
224,07/05/23 12:30:00  PM,52.006,176356.7,,,,,
225,07/05/23 01:00:00  PM,50.595,148801.0,,,,,
226,07/05/23 01:30:00  PM,51.578,115734.1,,,,,
227,07/05/23 02:00:00  PM,50.456,85422.8,,,,,
228,07/05/23 02:30:00  PM,46.210,37200.2,,,,,
229,07/05/23 03:00:00  PM,45.956,22044.6,,,,,
230,07/05/23 03:30:00  PM,45.076,19289.0,,,,,
231,07/05/23 04:00:00  PM,44.952,18600.1,,,,,
232,07/05/23 04:30:00  PM,43.480,18600.1,,,,,
233,07/05/23 05:00:00  PM,44.211,16533.4,,,,,
234,07/05/23 05:30:00  PM,42.998,14466.8,,,,,
235,07/05/23 06:00:00  PM,41.928,13777.9,,,,,
236,07/05/23 06:30:00  PM,40.761,13089.0,,,,,
237,07/05/23 07:00:00  PM,39.502,9644.5,,,,,
238,07/05/23 07:30:00  PM,36.946,5511.1,,,,,
239,07/05/23 08:00:00  PM,33.326,1130.2,,,,,
240,07/05/23 08:30:00  PM,31.574,10.8,,,,,
241,07/05/23 09:00:00  PM,30.457,0.0,,,,,
242,07/05/23 09:30:00  PM,29.352,0.0,,,,,
243,07/05/23 10:00:00  PM,28.456,0.0,,,,,
244,07/05/23 10:30:00  PM,27.173,0.0,,,,,
245,07/05/23 11:00:00  PM,26.195,0.0,,,,,
246,07/05/23 11:30:00  PM,26.879,0.0,,,,,
247,07/06/23 12:00:00  AM,26.195,0.0,,,,,
248,07/06/23 12:30:00  AM,26.195,0.0,,,,,
249,07/06/23 01:00:00  AM,25.805,0.0,,,,,
250,07/06/23 01:30:00  AM,25.805,0.0,,,,,
251,07/06/23 02:00:00  AM,25.125,0.0,,,,,
252,07/06/23 02:30:00  AM,24.931,0.0,,,,,
253,07/06/23 03:00:00  AM,24.545,0.0,,,,,
254,07/06/23 03:30:00  AM,23.773,0.0,,,,,
255,07/06/23 04:00:00  AM,24.351,0.0,,,,,
256,07/06/23 04:30:00  AM,23.966,0.0,,,,,
257,07/06/23 05:00:00  AM,23.388,0.0,,,,,
258,07/06/23 05:30:00  AM,22.238,613.5,,,,,
259,07/06/23 06:00:00  AM,24.545,41333.6,,,,,
260,07/06/23 06:30:00  AM,30.558,115734.1,,,,,
261,07/06/23 07:00:00  AM,34.585,170845.6,,,,,
262,07/06/23 07:30:00  AM,40.185,170845.6,,,,,
263,07/06/23 08:00:00  AM,43.359,231468.2,,,,,
264,07/06/23 08:30:00  AM,47.499,242490.5,,,,,
265,07/06/23 09:00:00  AM,46.210,242490.5,,,,,
266,07/06/23 09:30:00  AM,47.892,242490.5,,,,,
267,07/06/23 10:00:00  AM,48.554,242490.5,,,,,
268,07/06/23 10:30:00  AM,48.554,242490.5,,,,,
269,07/06/23 11:00:00  AM,52.293,231468.2,,,,,
270,07/06/23 11:30:00  AM,51.578,220445.9,,,,,
271,07/06/23 12:00:00  PM,54.206,198401.3,,,,,
272,07/06/23 12:30:00  PM,52.293,170845.6,,,,,
273,07/06/23 01:00:00  PM,51.154,143289.8,,,,,
274,07/06/23 01:30:00  PM,48.955,110223.0,,,,,
275,07/06/23 02:00:00  PM,48.288,79911.6,,,,,
276,07/06/23 02:30:00  PM,46.850,31689.1,,,,,
277,07/06/23 03:00:00  PM,46.337,21355.7,,,,,
278,07/06/23 03:30:00  PM,44.211,19289.0,,,,,
279,07/06/23 04:00:00  PM,44.704,17911.2,,,,,
280,07/06/23 04:30:00  PM,43.118,18600.1,,,,,
281,07/06/23 05:00:00  PM,42.639,17222.3,,,,,
282,07/06/23 05:30:00  PM,41.810,14466.8,,,,,
283,07/06/23 06:00:00  PM,40.415,13777.9,,,,,
284,07/06/23 06:30:00  PM,39.050,14466.8,,,,,
285,07/06/23 07:00:00  PM,36.946,10677.8,,,,,
286,07/06/23 07:30:00  PM,34.479,6200.0,,,,,
287,07/06/23 08:00:00  PM,31.370,1141.0,,,,,
288,07/06/23 08:30:00  PM,29.953,10.8,,,,,
289,07/06/23 09:00:00  PM,29.152,0.0,,,,,
290,07/06/23 09:30:00  PM,28.159,0.0,,,,,
291,07/06/23 10:00:00  PM,27.567,0.0,,,,,
292,07/06/23 10:30:00  PM,26.488,0.0,,,,,
293,07/06/23 11:00:00  PM,25.222,0.0,,,,,
294,07/06/23 11:30:00  PM,25.319,0.0,,,,,
295,07/07/23 12:00:00  AM,25.416,0.0,,,,,
296,07/07/23 12:30:00  AM,24.448,0.0,,,,,
297,07/07/23 01:00:00  AM,23.773,0.0,,,,,
298,07/07/23 01:30:00  AM,23.581,0.0,,,,,
299,07/07/23 02:00:00  AM,23.292,0.0,,,,,
300,07/07/23 02:30:00  AM,23.292,0.0,,,,,
301,07/07/23 03:00:00  AM,23.196,0.0,,,,,
302,07/07/23 03:30:00  AM,22.429,0.0,,,,,
303,07/07/23 04:00:00  AM,21.282,0.0,,,,,
304,07/07/23 04:30:00  AM,21.664,0.0,,,,,
305,07/07/23 05:00:00  AM,21.282,0.0,,,,,
306,07/07/23 05:30:00  AM,21.187,592.0,,,,,
307,07/07/23 06:00:00  AM,23.196,52355.9,,,,,
308,07/07/23 06:30:00  AM,29.652,121245.2,,,,,
309,07/07/23 07:00:00  AM,31.880,121245.2,,,,,
310,07/07/23 07:30:00  AM,35.542,93689.5,,,,,
311,07/07/23 08:00:00  AM,37.714,187379.0,,,,,
312,07/07/23 08:30:00  AM,40.185,231468.2,,,,,
313,07/07/23 09:00:00  AM,43.359,242490.5,,,,,
314,07/07/23 09:30:00  AM,34.796,4822.3,,,,,
315,07/07/23 10:00:00  AM,34.163,0.0,,,,,
316,07/07/23 10:30:00  AM,34.479,0.0,,,,,
317,07/07/23 11:00:00  AM,35.756,0.0,,,,,
318,07/07/23 11:30:00  AM,37.055,0.0,,,,,
319,07/07/23 12:00:00  PM,35.009,118.4,,,,,
320,07/07/23 12:30:00  PM,32.600,118.4,,,,,
321,07/07/23 01:00:00  PM,31.676,75.3,,,,,
322,07/07/23 01:30:00  PM,31.166,75.3,,,,,
323,07/07/23 02:00:00  PM,30.760,43.1,,,,,
324,07/07/23 02:30:00  PM,30.558,32.3,,,,,
325,07/07/23 03:00:00  PM,30.659,21.5,,,,,
326,07/07/23 03:30:00  PM,30.760,10.8,,,,,
327,07/07/23 04:00:00  PM,30.963,430.6,,,,,
328,07/07/23 04:30:00  PM,31.064,419.8,,,,,
329,07/07/23 05:00:00  PM,31.268,473.6,,,,,
330,07/07/23 05:30:00  PM,31.370,322.9,,,,,
331,07/07/23 06:00:00  PM,31.064,64.6,,,,,
332,07/07/23 06:30:00  PM,30.963,43.1,,,,,
333,07/07/23 07:00:00  PM,30.760,21.5,,,,,
334,07/07/23 07:16:31  PM,,,Logged,,,,
335,07/07/23 07:16:44  PM,,,,Logged,,,
336,07/07/23 07:16:45  PM,,,Logged,,,,
337,07/07/23 07:16:57  PM,,,,,Logged,,
338,07/07/23 07:17:05  PM,,,,,,Logged,Logged
