"Plot Title: 20597569"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20597569, SEN S/N: 20597569)","Intensity, Lux (LGR S/N: 20597569, SEN S/N: 20597569)","Coupler Detached (LGR S/N: 20597569)","Host Connected (LGR S/N: 20597569)","Coupler Attached (LGR S/N: 20597569)","Stopped (LGR S/N: 20597569)","End Of File (LGR S/N: 20597569)"
33,07/04/23 03:04:19  AM,29.652,0.0,,,,,
34,07/04/23 03:34:19  AM,29.552,0.0,,,,,
35,07/04/23 04:04:19  AM,29.452,0.0,,,,,
36,07/04/23 04:34:19  AM,29.352,0.0,,,,,
37,07/04/23 05:04:19  AM,29.252,0.0,,,,,
38,07/04/23 05:34:19  AM,29.053,0.0,,,,,
39,07/04/23 06:04:19  AM,29.053,0.0,,,,,
40,07/04/23 06:34:19  AM,26.292,75.3,,,,,
41,07/04/23 07:04:19  AM,23.100,53.8,,,,,
42,07/04/23 07:34:19  AM,23.388,96.9,,,,,
43,07/04/23 08:04:19  AM,26.781,6544.5,,,,,
44,07/04/23 08:34:19  AM,28.555,1377.8,,,,,
45,07/04/23 09:04:19  AM,39.276,165334.4,,,,,
46,07/04/23 09:34:19  AM,41.692,187379.0,,,,,
47,07/04/23 10:04:19  AM,43.723,220445.9,,,,,
48,07/04/23 10:34:19  AM,45.956,231468.2,,,,,
49,07/04/23 11:04:19  AM,45.452,242490.5,,,,,
50,07/04/23 11:34:19  AM,48.155,253512.8,,,,,
51,07/04/23 12:04:19  PM,50.318,253512.8,,,,,
52,07/04/23 12:34:19  PM,50.874,253512.8,,,,,
53,07/04/23 01:04:19  PM,50.595,253512.8,,,,,
54,07/04/23 01:34:19  PM,51.863,242490.5,,,,,
55,07/04/23 02:04:19  PM,50.734,220445.9,,,,,
56,07/04/23 02:34:19  PM,49.632,198401.3,,,,,
57,07/04/23 03:04:19  PM,49.632,176356.7,,,,,
58,07/04/23 03:34:19  PM,48.023,143289.8,,,,,
59,07/04/23 04:04:19  PM,47.629,104711.8,,,,,
60,07/04/23 04:34:19  PM,46.337,74400.5,,,,,
61,07/04/23 05:04:19  PM,44.211,46844.8,,,,,
62,07/04/23 05:34:19  PM,42.758,28933.5,,,,,
63,07/04/23 06:04:19  PM,41.108,18600.1,,,,,
64,07/04/23 06:34:19  PM,38.268,14466.8,,,,,
65,07/04/23 07:04:19  PM,31.983,7233.4,,,,,
66,07/04/23 07:34:19  PM,28.754,2755.6,,,,,
67,07/04/23 08:04:19  PM,26.683,635.1,,,,,
68,07/04/23 08:34:19  PM,25.610,0.0,,,,,
69,07/04/23 09:04:19  PM,24.351,0.0,,,,,
70,07/04/23 09:34:19  PM,23.484,0.0,,,,,
71,07/04/23 10:04:19  PM,21.664,0.0,,,,,
72,07/04/23 10:34:19  PM,21.569,0.0,,,,,
73,07/04/23 11:04:19  PM,20.519,0.0,,,,,
74,07/04/23 11:34:19  PM,19.092,0.0,,,,,
75,07/05/23 12:04:19  AM,18.426,0.0,,,,,
76,07/05/23 12:34:19  AM,19.377,0.0,,,,,
77,07/05/23 01:04:19  AM,19.282,0.0,,,,,
78,07/05/23 01:34:19  AM,19.853,0.0,,,,,
79,07/05/23 02:04:19  AM,18.045,0.0,,,,,
80,07/05/23 02:34:19  AM,16.523,0.0,,,,,
81,07/05/23 03:04:19  AM,15.664,0.0,,,,,
82,07/05/23 03:34:19  AM,13.365,0.0,,,,,
83,07/05/23 04:04:19  AM,13.558,0.0,,,,,
84,07/05/23 04:34:19  AM,12.883,0.0,,,,,
85,07/05/23 05:04:19  AM,12.013,0.0,,,,,
86,07/05/23 05:34:19  AM,13.558,914.9,,,,,
87,07/05/23 06:04:19  AM,13.461,3616.7,,,,,
88,07/05/23 06:34:19  AM,16.618,5166.7,,,,,
89,07/05/23 07:04:19  AM,22.142,19289.0,,,,,
90,07/05/23 07:34:19  AM,26.000,30311.3,,,,,
91,07/05/23 08:04:19  AM,27.370,34444.7,,,,,
92,07/05/23 08:34:19  AM,35.115,115734.1,,,,,
93,07/05/23 09:04:19  AM,39.615,154312.1,,,,,
94,07/05/23 09:34:19  AM,42.639,187379.0,,,,,
95,07/05/23 10:04:19  AM,45.201,209423.6,,,,,
96,07/05/23 10:34:19  AM,47.499,231468.2,,,,,
97,07/05/23 11:04:19  AM,48.955,242490.5,,,,,
98,07/05/23 11:34:19  AM,49.632,253512.8,,,,,
99,07/05/23 12:04:19  PM,51.154,253512.8,,,,,
100,07/05/23 12:34:19  PM,52.437,253512.8,,,,,
101,07/05/23 01:04:19  PM,52.873,242490.5,,,,,
102,07/05/23 01:34:19  PM,52.582,231468.2,,,,,
103,07/05/23 02:04:19  PM,52.293,220445.9,,,,,
104,07/05/23 02:34:19  PM,51.720,198401.3,,,,,
105,07/05/23 03:04:19  PM,51.436,176356.7,,,,,
106,07/05/23 03:34:19  PM,50.042,143289.8,,,,,
107,07/05/23 04:04:19  PM,48.023,110223.0,,,,,
108,07/05/23 04:34:19  PM,46.850,77156.1,,,,,
109,07/05/23 05:04:19  PM,45.201,49600.3,,,,,
110,07/05/23 05:34:19  PM,43.118,31689.1,,,,,
111,07/05/23 06:04:19  PM,40.645,20666.8,,,,,
112,07/05/23 06:34:19  PM,38.938,14466.8,,,,,
113,07/05/23 07:04:19  PM,31.574,6544.5,,,,,
114,07/05/23 07:34:19  PM,28.258,2497.2,,,,,
115,07/05/23 08:04:19  PM,24.545,635.1,,,,,
116,07/05/23 08:34:19  PM,22.142,0.0,,,,,
117,07/05/23 09:04:19  PM,19.472,0.0,,,,,
118,07/05/23 09:34:19  PM,19.092,0.0,,,,,
119,07/05/23 10:04:19  PM,19.853,0.0,,,,,
120,07/05/23 10:34:19  PM,18.711,0.0,,,,,
121,07/05/23 11:04:19  PM,22.142,0.0,,,,,
122,07/05/23 11:34:19  PM,20.329,0.0,,,,,
123,07/06/23 12:04:19  AM,20.424,0.0,,,,,
124,07/06/23 12:34:19  AM,20.329,0.0,,,,,
125,07/06/23 01:04:19  AM,18.521,0.0,,,,,
126,07/06/23 01:34:19  AM,19.758,0.0,,,,,
127,07/06/23 02:04:19  AM,19.092,0.0,,,,,
128,07/06/23 02:34:19  AM,18.140,0.0,,,,,
129,07/06/23 03:04:19  AM,18.521,0.0,,,,,
130,07/06/23 03:34:19  AM,17.094,0.0,,,,,
131,07/06/23 04:04:19  AM,15.855,0.0,,,,,
132,07/06/23 04:34:19  AM,15.664,0.0,,,,,
133,07/06/23 05:04:19  AM,15.187,0.0,,,,,
134,07/06/23 05:34:19  AM,13.365,893.4,,,,,
135,07/06/23 06:04:19  AM,13.846,3616.7,,,,,
136,07/06/23 06:34:19  AM,16.808,5166.7,,,,,
137,07/06/23 07:04:19  AM,22.812,18600.1,,,,,
138,07/06/23 07:34:19  AM,26.195,24800.2,,,,,
139,07/06/23 08:04:19  AM,27.468,22044.6,,,,,
140,07/06/23 08:34:19  AM,34.585,110223.0,,,,,
141,07/06/23 09:04:19  AM,33.848,4133.4,,,,,
142,07/06/23 09:34:19  AM,37.055,9300.1,,,,,
143,07/06/23 10:04:19  AM,38.379,0.0,,,,,
144,07/06/23 10:34:19  AM,37.714,0.0,,,,,
145,07/06/23 11:04:19  AM,38.714,0.0,,,,,
146,07/06/23 11:34:19  AM,39.729,0.0,,,,,
147,07/06/23 12:04:19  PM,37.494,43.1,,,,,
148,07/06/23 12:34:19  PM,34.585,53.8,,,,,
149,07/06/23 01:04:19  PM,33.430,0.0,,,,,
150,07/06/23 01:34:19  PM,32.807,0.0,,,,,
151,07/06/23 02:04:19  PM,32.291,0.0,,,,,
152,07/06/23 02:34:19  PM,31.983,0.0,,,,,
153,07/06/23 03:04:19  PM,31.778,0.0,,,,,
154,07/06/23 03:34:19  PM,31.574,21.5,,,,,
155,07/06/23 03:38:25  PM,,,,Logged,,,
156,07/06/23 03:38:26  PM,,,,,Logged,,
157,07/06/23 03:38:42  PM,,,,,,Logged,Logged
